"Level","Code","Description","Rulings","Reference to ISIC Rev. 4","This item includes","This item also includes","This item excludes"
"1","A","AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Esta sección comprende el aprovechamiento de los recursos naturales vegetales y animales, incluyendo las actividades de producción agrícola, cría y reproducción de animales, recolección de madera y de otras plantas y animales en una explotación o su hábitat natural.","","","","A","This section includes the exploitation of vegetal and animal natural resources, comprising the activities of growing of crops, raising and breeding of animals, harvesting of timber and other plants, animals or animal products from a farm or their natural habitats.","",""
"2","02","Silvicultura y explotación forestal","Esta división comprende la producción de madera en rollo, así como la extracción y recolección de productos forestales silvestres no madereros. Además de la producción de madera, la silvicultura da lugar a productos que sufren escasa elaboración, como la leña, el carbón y la madera en rollo utilizada sin tratar (por ejemplo, puntales para minas, madera para pasta, etc.). Estas actividades pueden realizarse en bosques naturales o plantados.","","Se excluye la elaboración posterior de la madera, a partir del aserrado y cepillado de la madera (véase la división 16).","","02","This division includes the production of roundwood as well as the extraction and gathering of wild growing non-wood forest products. Besides the production of timber, forestry activities result in products that undergo little processing, such as firewood, charcoal and roundwood used in an unprocessed form (e.g. pit-props, pulpwood etc.). These activities can be carried out in natural or planted forests.","","Excluded is further processing of wood beginning with sawmilling and planning of wood, see division 16."
"3","02.1","Silvicultura y otras actividades forestales","","","","","021","","",""
"4","02.10","Silvicultura y otras actividades forestales","Esta clase comprende:
- el cultivo de madera en pie: la plantación, la repoblación, el trasplante, el raleo y la conservación de bosques y zonas forestales
- el cultivo de sotos, madera para pasta y madera para combustible
- la explotación de viveros forestales

Estas actividades pueden realizarse en bosques naturales o plantados.","","Esta clase no comprende:
- el cultivo de árboles de navidad (véase 01.29)
- la explotación de viveros, excepto para árboles forestales (véase 01.30)
- la recolección de setas y otros productos forestales silvestres no madereros (véase 02.30)
- la producción de astillas y partículas de madera (véase 16.10)","","0210","This class includes:
- growing of standing timber: planting, replanting, transplanting, thinning and conserving of forests and timber tracts
- growing of coppice, pulpwood and fire wood
- operation of forest tree nurseries

These activities can be carried out in natural or planted forests.","","This class excludes:
- growing of Christmas trees, see 01.29
- operation of tree nurseries, except for forest trees, see 01.30
- gathering of mushrooms and other wild growing non-wood forest products, see 02.30
- production of wood chips and particles, see 16.10"
"3","02.2","Explotación de la madera","","","","","022","","",""
"4","02.20","Explotación de la madera","Esta clase comprende:
- la producción de madera en rollo para las industrias manufactureras
- la producción de madera en rollo utilizada sin tratar para usos como los puntales para minas, estacas para vallas y postes para tendidos eléctricos y de comunicaciones
- recolección y producción de madera como recurso energético
- recolección y producción de residuos de la explotación forestal como recurso energético
- producción de carbón en el bosque (utilizando métodos tradicionales)

Los productos resultantes de esta actividad pueden ser en forma de troncos o madera para combustible.","","Esta clase no comprende:
- el cultivo de árboles de navidad (véase 01.29)
- el cultivo de madera en pie: la plantación, la repoblación, el trasplante, el raleo y la conservación de bosques y zonas forestales (véase 02.10)
- la recolección de productos forestales silvestres no madereros (véase 02.30)
- la producción de astillas y partículas de madera (véase 16.10)
- la producción de carbón por medio de la destilación de madera (véase 20.14)","","0220","This class includes:
- production of roundwood for forest-based manufacturing industries
- production of roundwood used in an unprocessed form such as pit-props, fence posts and utility poles
- gathering and production of wood for energy
- gathering and production of forest harvesting residues for energy
- production of charcoal in the forest (using traditional methods)

The output of this activity can take the form of logs or fire wood.","","This class excludes:
- growing of Christmas trees, see 01.29
- growing of standing timber: planting, replanting, transplanting, thinning and conserving of forests and timber tracts, see 02.10
- gathering of wild growing non-wood forest products, see 02.30
- production of wood chips and particles, see 16.10
- production of charcoal through distillation of wood, see 20.14"
"3","02.3","Recolección de productos silvestres, excepto madera","","","","","023","","",""
"4","02.30","Recolección de productos silvestres, excepto madera","Esta clase comprende:
- la recolección de productos forestales silvestres:
• setas, trufas
• bayas silvestres
• frutos secos
• balata y otras gomas similares al caucho
• corcho
• laca y resinas
• bálsamos naturales
• crin vegetal
• crin marina
• bellotas y castañas de indias
• musgos y líquenes","","Esta clase no comprende:
- la producción gestionada de cualquiera de estos productos (excepto el cultivo de alcornoques) (véase la división 01)
- el cultivo de setas o trufas (véase 01.13)
- el cultivo de bayas silvestres o frutos secos (véase 01.25)
- la recolección de madera para su uso como combustible (véase 02.20)
- la producción de astillas de madera (véase 16.10)","","0230","This class includes:
- gathering of wild growing materials:
  • mushrooms, truffles
  • berries
  • nuts
  • balata and other rubber-like gums
  • cork
  • lac and resins
  • balsams
  • vegetable hair
  • eelgrass
  • acorns, horse chestnuts
  • mosses and lichens","","This class excludes:
- managed production of any of these products (except growing of cork trees), see division 01
- growing of mushrooms or truffles, see 01.13
- growing of berries or nuts, see 01.25
- gathering of fire wood, see 02.20
- production of wood chips, see 16.10"
"3","02.4","Servicios de apoyo a la silvicultura","","","","","024","","",""
"4","02.40","Servicios de apoyo a la silvicultura","Esta clase comprende la ejecución de parte de la explotación forestal, realizada por cuenta de terceros.
Esta clase comprende:
- las actividades de los servicios forestales:
• la evaluación de masas en pie
• los servicios de asesoramiento en gestión forestal
• la estimación del valor de la madera
• la prevención y extinción de incendios forestales
• la lucha contra las plagas forestales
- los servicios relacionados con la explotación forestal:
• el transporte de madera en el interior del bosque","","Esta clase no comprende:
- la explotación de viveros forestales (véase 02.10)
- el drenaje de terrenos forestales (véase 43.12)
- la limpieza de escombros (véase 43.12)","","0240","This class includes carrying out part of the forestry operation on a fee or contract basis.

This class includes:
- forestry service activities:
  • forestry inventories
  • forest management consulting services
  • timber evaluation
  • forest fire fighting and protection
  • forest pest control
- logging service activities:
  • transport of logs within the forest","","This class excludes:
- operation of forest tree nurseries, see 02.10
- draining of forestry land, see 43.12
- clearing of building sites, see 43.12"
"2","03","Pesca y acuicultura","Esta división comprende la pesca y la acuicultura, y cubre la utilización de los recursos pesqueros de los medios marinos, de aguas salobres o agua dulce, con el fin de capturar o recolectar peces, crustáceos, moluscos y otros organismos y productos del mar (por ejemplo, plantas acuáticas, perlas, esponjas, etc.).","Incluye también las actividades que están integradas normalmente en el proceso de producción por cuenta propia (por ejemplo, el injerto de ostras para la producción de perlas). En las actividades relacionadas con la pesca o la acuicultura se incluyen los servicios relacionados con la pesca marina, de agua dulce o la acuicultura.","Esta división no incluye la construcción y reparación de barcos (30.1, 33.15), ni la pesca deportiva o recreativa (93.19). Se excluye la elaboración de pescados, crustáceos y moluscos, tanto en instalaciones en tierra como en buques factoría (10.20).","","03","This division includes capture fishery and aquaculture, covering the use of fishery resources from marine, brackish or freshwater environments, with the goal of capturing or gathering fish, crustaceans, molluscs and other marine organisms and products (e.g. aquatic plants, pearls, sponges etc).","Also included are activities that are normally integrated in the process of production for own account (e.g. seeding oysters for pearl production). Service activities incidental to marine or freshwater fishery or aquaculture are included in the related fishing or aquaculture activities.","This division does not include building and repairing of ships and boats (30.1, 33.15) and sport or recreational fishing activities (93.19). Processing of fish, crustaceans or molluscs is excluded, whether at land-based plants or on factory ships (10.20)."
